RID,PCardID,TID,SStationID,AStationID,CarrigeID,SeatRow,SeatNo,SStatus
4421,220103198406211417,18362,404,404,4,4,E,0
4422,22010320151115421X,16496,1624,1615,2,4,C,0
4423,22010320170709313X,31346,3365,3365,4,2,E,1
4424,220104193401052721,12556,1577,1659,2,1,B,2
4425,220104195804221410,5931,2117,2113,3,1,A,1
4426,220104196505032577,12066,1592,1574,3,3,B,1
4427,220104196711232481,24551,3860,3860,1,4,E,0
4428,220104198704270040,5073,34,2046,1,2,F,0
4429,220104199910213041,23128,634,1151,3,2,F,2
4430,220104201005043310,19492,1689,457,1,2,A,2
4431,220104201310294677,13,1624,1620,1,1,E,1
4432,220105194206060030,21491,2007,2035,1,3,E,2
4433,220105196305201280,26013,404,1668,1,3,F,2
4434,220105197211193130,1065,1615,1646,1,2,B,2
4435,220105201205291876,21501,2020,2069,3,4,B,0
4436,220106193506044931,10662,1631,1578,3,3,E,1
4437,220106194501104127,8520,1561,1615,3,3,F,2
4438,220106195402264875,36175,1492,1512,4,2,E,0
4439,220106195710124698,9998,1535,1615,4,3,E,1
4440,220106196710234859,30496,457,404,3,1,F,1
4441,220106198705300240,34289,1150,1112,2,1,B,2
4442,220106200401092905,27892,1668,447,2,2,E,2
4443,220106201212103657,37261,1568,383,3,4,A,2
4444,22010620150727367X,7983,1615,1615,1,4,A,2
4445,220112193008034914,33728,2006,13,2,2,A,0
4446,220112193509040220,26070,1668,404,4,4,E,2
4447,22011219440630307X,39776,1034,1667,3,4,B,2
4448,220112194505162591,1713,1646,1646,3,1,B,1
4449,220112194907102866,34789,12,74,4,4,F,2
4450,220112200209143570,36001,2140,3889,1,1,E,0
4451,220112200512302490,29634,129,129,2,1,F,2
4452,220112200807231159,36574,1599,1599,3,3,C,1
4453,22011319320215246X,19302,1597,1619,4,2,F,1
4454,220113193711071238,11235,1637,1631,2,2,B,0
4455,220113194803200812,32368,1636,1632,2,3,F,2
4456,220113194810042111,28493,979,835,2,4,F,2
4457,220113195001064956,16428,1595,1613,1,3,E,0
4458,220113197008183439,11587,76,13,3,4,A,2
4459,220113198312242119,31988,1584,1582,4,4,C,0
4460,220113199405033716,20597,1597,1072,2,1,A,2
4461,220122194010224466,24974,1597,402,1,1,C,2
4462,220122195111054392,34530,3389,13,1,1,C,2
4463,220122195407284090,8265,34,2035,4,2,B,0
4464,220122196909202539,29070,2020,34,4,2,C,1
4465,220122196912212068,3758,59,2049,2,4,B,2
4466,220122197201093255,26933,1684,1750,3,4,A,0
4467,22012219840426045X,20093,1684,1681,1,2,E,0
4468,220122200501254377,39218,1150,925,3,1,B,2
4469,220122201301072944,19912,1264,1219,3,3,B,0
4470,220122201308011909,26480,1668,1597,2,1,F,0
4471,220182193207281730,10077,1621,1621,1,3,F,1
4472,220182194905203339,32961,3389,79,2,2,B,0
4473,220182195111104560,38268,1572,1571,3,3,E,1
4474,220182197011180987,35246,45,2979,2,1,C,2
4475,22018219740625205X,980,1605,1599,1,2,B,0
4476,220182197508062310,16175,1552,1615,3,2,F,2
4477,220183193608112774,24091,1684,1690,3,4,C,1
4478,220183194303122079,30928,2016,3896,4,1,A,1
4479,220183194702010277,36698,1599,1618,4,2,F,1
4480,220183197502202622,33257,1,1,2,2,C,0
4481,220183197805173953,22306,2052,2978,2,2,C,1
4482,220183198009220741,40641,129,129,1,2,C,0
4483,220183199403092121,19952,1134,1169,4,4,E,2
4484,220183200008123210,37391,1648,1578,4,4,E,2
4485,220183200402144722,24308,1169,1668,3,2,A,1
4486,22020219390403013X,8901,1615,2047,2,1,B,1
4487,220202195007053736,8097,2067,2007,3,3,E,1
4488,220202195012212295,31486,2069,2035,2,1,C,1
4489,220202195207261062,18662,1619,1668,1,3,B,0
4490,220202195903144855,3039,1597,1555,4,1,B,0
4491,220202197504212477,34748,129,2125,2,3,F,1
4492,220202197506183374,25842,1668,1750,1,2,F,0
4493,220202197708152090,13216,1615,1577,3,4,E,2
4494,220203194209094861,20730,1709,59,4,4,B,0
4495,220203194603243431,17016,82,13,2,3,F,2
4496,220203195105132450,6686,1615,226,2,1,F,1
4497,220203197011052272,19897,1259,1266,3,1,F,0
4498,220203197205202275,17756,1750,1681,2,3,F,0
4499,220203197404111544,31868,1642,1632,2,1,F,1
4500,220203199004274423,20890,1568,2140,3,2,B,1
4501,220203201503163293,33791,3876,3365,2,1,C,1
4502,220204196103183773,11464,76,13,1,3,F,1
4503,220204196502161707,22574,1072,953,4,1,F,1
4504,220204197811084455,10473,1634,1634,3,1,E,0
4505,220204198110092844,1565,1615,1654,2,3,E,2
4506,220204199001070886,35753,1138,2055,3,2,B,2
4507,220204200112280777,11199,1637,1631,1,4,A,1
4508,220204201105072296,20873,2140,189,2,2,B,0
4509,220204201108183207,16356,1595,1624,2,4,F,0
4510,220211193601171820,12566,1615,1659,1,3,C,1
4511,220211194303131550,18360,1681,457,2,2,C,0
4512,220211196801292380,38221,1615,1572,2,1,C,2
4513,220221193212011893,22989,1699,926,1,2,F,1
4514,220221193609180177,18803,1623,1668,4,4,A,1
4515,220221194001252827,6936,2117,377,1,3,E,2
4516,220221196112182891,2950,1555,1556,2,1,C,2
4517,220221197601104354,32425,1636,1579,1,1,E,2
4518,220221198207200385,29168,129,1151,1,4,C,0
4519,220221198210164426,10579,1578,1578,1,1,A,1
4520,220281195707130937,29456,1127,822,4,2,F,1
4521,220281196701314481,15190,1592,1615,2,2,E,2
4522,220281198108242172,619,1625,1620,4,1,A,2
4523,220281199406230692,37838,1150,1038,2,1,C,1
4524,220282194910024410,35046,407,1573,2,4,E,0
4525,220282198002133193,38493,4,6,3,1,C,2
4526,220282198508113819,31988,1632,1584,1,1,E,0
4527,220282198706262751,8338,1561,59,3,3,F,1
4528,220282198708014276,26972,1597,1668,2,4,C,0
4529,220282200511011602,22209,3057,3033,4,3,A,0
4530,220282201511133321,21320,1597,2020,4,1,E,2
4531,22028319410522263X,27163,1597,1668,1,2,B,1
4532,220283195706204028,20544,721,1720,4,1,E,1
4533,220283197011051079,11364,1615,1638,1,4,F,1
4534,220283197410042735,2168,1597,1533,3,3,C,1
4535,220283198806141064,3804,1552,58,4,1,E,2
4536,220283198810050528,31835,1636,1579,1,3,A,1
4537,220283199408303157,30870,3896,3898,2,1,A,2
4538,220283199409283733,4434,2046,2068,3,3,C,2
4539,220284193506141752,11603,2018,13,4,3,B,0
4540,220284194202024391,29307,1072,977,2,3,A,2
4541,220284195409203703,33745,3389,79,3,1,E,1
4542,220284196904142017,16189,1561,1552,4,2,A,0
4543,22028419701228441X,18298,1597,1750,3,1,E,2
4544,220284198205092291,3851,3932,3928,1,3,A,2
4545,220284200509304118,17194,463,384,3,1,F,2
4546,220284200804020943,31432,2035,2033,1,2,E,1
4547,220284201004271394,11292,1638,1634,2,1,E,1
4548,220302196109232102,15934,1597,1563,3,2,F,0
4549,220302197010164992,25930,457,404,4,1,B,1
4550,220302198506120306,31792,1579,1579,4,1,A,2
4551,220302199209100071,20701,1704,1619,1,2,B,2
4552,220303195004271094,24906,1684,1623,1,1,F,2
4553,220303199301163995,14920,1651,1577,4,2,B,2
4554,220303199907030855,38864,1038,1150,4,3,F,0
4555,220303201508140707,22263,3057,3016,4,2,C,1
4556,220322193101162623,30768,1035,822,4,4,A,2
4557,220322194201234166,29900,1151,979,2,2,C,1
4558,220322195712172950,86,1612,1625,1,4,C,2
4559,220322195806273744,12429,1651,1577,2,2,B,2
4560,220322196308242579,4998,2034,3365,2,3,B,1
4561,220322198010182007,16287,1615,1552,3,4,A,1
4562,220322198307022581,14800,1577,1574,4,3,E,0
4563,220322198612103492,39411,497,430,1,1,F,1
4564,220322199606123483,12524,1651,1659,2,1,E,2
4565,220322200403120261,8013,34,2069,4,3,F,1
4566,22032220080126069X,13330,1661,1661,3,2,C,1
4567,220323193711133287,10178,1602,1612,4,1,E,0
4568,220323195302252671,39859,3877,3388,1,1,E,1
4569,220323195510123057,16635,496,382,4,4,A,2
4570,220323196611012588,36988,1599,1622,4,1,F,0
4571,220323199808064908,6209,1563,2112,3,1,E,0
4572,220323201611250432,15954,1567,1567,3,1,E,2
4573,220381193307100073,33401,2068,63,4,1,B,2
4574,220381193709114312,25686,1597,1668,1,2,E,1
4575,220381194309070116,35419,1095,3072,4,1,A,0
4576,220381196602183346,10787,1615,1638,2,3,E,1
4577,220381196906282773,36459,1683,1599,1,1,F,2
4578,22038119740109013X,39771,3633,458,2,3,E,0
4579,220381199204280822,30581,1039,1015,1,1,A,1
4580,220381199611170858,10340,1615,1593,2,3,A,1
4581,22038120050303060X,8063,2020,2035,4,4,E,1
4582,220382195902183091,23038,1668,1704,3,2,E,2
4583,220382196401092647,37371,3442,3570,3,3,B,0
4584,220382196408023927,38317,1591,1572,4,3,A,1
4585,220382200304243916,15557,3978,3934,3,1,F,0
4586,220382200509124937,26621,1597,406,2,2,B,1
4587,220402194909131410,28475,1151,1597,2,1,C,1
4588,220402195207092431,36371,221,161,1,2,E,1
4589,22040219940616239X,36392,1648,221,2,3,E,2
4590,220402200608133293,32767,2064,82,1,1,C,1
4591,220402200704181957,18509,1684,450,3,1,A,0
4592,220402201205080283,32246,1579,1579,1,2,B,2
4593,220403195303011212,40577,3859,3859,4,2,B,2
4594,22040319601130398X,35306,1133,1168,3,2,E,2
4595,220403196201261653,8447,34,2020,4,4,A,1
4596,220403197702182720,35590,1533,3890,1,2,E,0
4597,220403198405222479,22252,2052,2978,1,1,C,0
4598,22040319860804246X,36046,2377,2387,1,2,E,0
4599,220403199012281077,28660,1127,1151,2,1,E,0
4600,220403199809013061,2310,1556,1556,4,1,E,2
4601,220403200309161442,37480,1168,1167,3,4,F,2
4602,22040320041205395X,35544,1743,2114,3,4,E,1
4603,220421193303262891,3206,1535,1556,4,2,E,2
4604,220421193706111131,17610,1763,1681,1,1,F,0
4605,220421194003204694,18947,1747,1681,2,1,F,2
4606,220421194804304855,30977,1597,1151,4,3,B,1
4607,220421198001071582,37899,1683,402,2,3,B,1
4608,220421198804052203,23043,1597,1704,4,1,E,0
4609,220421200909271816,6061,2127,2127,1,1,C,1
4610,220421201709303777,26984,1681,406,1,3,B,0
4611,220422193412171477,31253,59,2049,3,4,F,2
4612,220422194203032336,18022,1577,404,4,1,A,2
4613,220422194303132481,36375,3240,1641,2,2,B,0
4614,220422195604162937,20397,1115,721,2,3,F,0
4615,220422195803112334,9881,1611,1615,1,4,A,0
4616,220422197801021235,40002,3908,3895,3,4,F,2
4617,220422197809171545,34760,2085,2080,2,4,C,0
4618,220422198105013607,15762,1597,1563,3,4,C,0
4619,220422198612280048,40656,3795,3828,1,1,C,1
4620,220422198707063695,30280,384,471,2,3,E,0
4621,220422199605130732,34721,1118,407,1,1,C,2
4622,220502193007040262,18863,457,402,4,4,C,1
4623,220502194104302986,4892,59,2046,2,2,B,2
4624,220502194408313713,1024,1615,1646,1,3,E,2
4625,220502194704050436,6347,1533,1661,2,2,F,1
4626,220502195103141230,36307,2125,1589,1,3,B,2
4627,220502195304070475,34413,79,76,2,2,E,0
4628,22050219710112388X,9367,34,1561,3,4,B,1
4629,220502198709283675,38175,1571,1573,1,2,F,2
4630,220502198808084508,13385,1615,1577,1,2,C,0
4631,220502199006244025,13210,1615,1651,1,4,C,0
4632,220502200704270269,38387,1572,1571,2,2,E,0
4633,220502200710074539,31328,1597,34,3,3,E,0
4634,220503193202131254,11039,1648,1589,1,4,B,0
4635,22050319400518495X,5620,1574,1561,2,3,F,1
4636,220503194103120474,31073,1597,1151,3,3,E,2
4637,220503194210213182,2477,1609,1555,4,1,A,1
4638,220503194311220672,3428,1636,1584,2,2,C,1
4639,220503197209170393,10239,1599,1595,3,1,E,2
4640,220503197404294682,33844,2034,76,4,4,B,1
4641,220503198401222397,34928,1683,458,4,3,F,1
4642,220503199404113895,4718,2034,2033,1,2,E,2
4643,220503200510201237,15514,3934,3997,1,4,E,1
4644,220521193205161769,17684,1619,1681,4,1,F,1
4645,22052119550819046X,30571,1619,1668,2,4,F,0
4646,220521197511303559,30597,1072,1151,3,4,E,1
4647,220521197705203679,36002,1559,3877,1,4,B,1
4648,220521198001124926,29630,129,129,4,3,B,2
4649,220521198911063560,23930,3365,3365,4,3,F,0
4650,220521201408283843,15701,1568,1568,2,1,C,2
4651,220523193801140086,10579,1637,1631,4,2,C,0
4652,220523194004202453,38187,1571,1573,3,4,E,0
4653,22052319421113246X,7857,59,2020,2,2,F,1
4654,220523194703242841,20588,761,1597,2,4,E,0
4655,220523195002234034,39384,401,470,2,1,E,0
4656,220523195307022913,24573,1681,457,2,1,E,1
4657,220523196106242199,22470,3633,3633,2,1,E,0
4658,220523196504213799,16808,13,1,4,4,C,1
4659,22052319680407492X,20344,1057,1122,3,4,E,1
4660,220523197411252304,22898,1597,59,3,4,A,1
4661,220523199110064544,30681,1127,979,3,3,F,2
4662,220523199511201626,14839,1617,1577,2,4,A,0
4663,220523201309034465,34540,79,13,4,4,A,2
4664,220523201405122510,18670,1681,447,1,1,E,1
4665,22052419310102235X,14251,1661,1661,3,2,B,2
4666,220524193504224343,9721,1615,1594,3,2,C,1
4667,22052419621003226X,23936,1668,1035,2,4,F,2
4668,220524197508092833,23802,1619,1739,3,2,E,0
4669,220524198311263592,32546,1615,1597,2,2,C,1
4670,220524198606242406,3793,2020,2049,3,3,C,1
4671,220524198608024971,9357,1561,1615,1,1,E,1
4672,220524198802092054,14017,1615,1659,3,1,B,1
4673,220524199305261616,27048,471,404,3,1,A,2
4674,220524199910173462,5384,2046,2034,3,4,B,2
4675,220524200308022827,20142,1750,1699,3,3,B,1
4676,220524200602250732,2250,1597,1555,2,3,F,0
4677,220524201307052164,25855,404,404,1,1,E,2
4678,220581193108283031,2098,1597,1533,3,2,A,1
4679,220581195008250266,33879,79,76,3,3,F,1
4680,220581195505253492,31815,1636,1579,2,4,C,2
4681,220581195511144401,14940,1661,1543,2,4,C,1
4682,220581195808173502,24078,1134,1690,3,1,F,0
4683,220581196106222810,17876,404,384,1,2,E,0
4684,220581196710204846,3078,1556,1556,2,3,F,2
4685,220581199110072978,6048,1566,2117,2,4,B,1
4686,220582193301181455,16976,1,1,2,2,A,0
4687,220582194011161493,25301,1561,1552,2,3,A,1
4688,22058219420813160X,19890,1925,1259,1,4,E,0
4689,220582194402274882,27016,471,471,2,3,C,2
4690,220582195003163936,22618,1039,837,2,2,B,0
4691,220582196904011360,22083,2087,2087,3,2,C,0
4692,220582197303264658,13256,1615,1617,3,2,A,0
4693,220582198111133252,2151,1567,1567,2,2,F,1
4694,220582199301291651,7157,1533,1563,4,3,B,0
4695,220582200605114756,20530,1151,1151,2,1,E,2
4696,220602193701141317,2093,1654,1646,4,3,E,2
4697,22060219430514377X,591,1599,1612,1,4,F,0
4698,220602194607202499,3841,1615,3928,4,4,F,1
4699,220602196712013365,13088,1540,1540,2,3,A,1
4700,220602196808313370,1875,1646,1646,2,4,F,2
4701,220602198704161201,31596,1584,1582,2,3,F,0
4702,220602199110033274,18897,457,402,3,1,A,1
4703,220602199806272441,9280,34,2020,1,4,C,2
4704,220602200604012567,15710,1538,1567,3,1,C,2
4705,220602200710310605,16416,1599,1613,2,1,E,0
4706,22060519351224114X,40161,1133,1599,2,4,F,0
4707,220605195511292323,28292,1146,1134,3,1,A,1
4708,220605195708121691,2629,1555,1556,4,4,A,0
4709,220605197105012735,7168,56,3866,2,4,A,1
4710,220605199310290813,29143,1151,1597,4,4,A,2
4711,220605200010080852,3042,1556,1556,1,2,F,2
4712,220605200611113461,17146,463,384,2,2,B,0
4713,220605200907233470,5390,3365,3388,1,1,C,2
4714,220605200912033211,33404,63,76,3,1,E,1
4715,220605201607202546,9402,1561,34,1,3,C,2
4716,220605201707164639,12043,1592,1574,1,3,C,0
4717,220621193805290770,37231,1533,1562,1,1,F,0
4718,220621194209204471,7777,34,2020,3,2,A,2
4719,220621195008283155,17767,384,471,4,1,A,0
4720,220621195009292272,19941,1127,835,4,4,A,1
4721,220621196011054497,3551,59,2049,3,3,E,2
4722,220621196401294592,20091,1750,1681,3,4,B,1
4723,220621198708184573,31117,1151,129,1,4,E,0
4724,220621199208234647,38742,409,2092,4,4,C,1
4725,220621199301083724,4389,2048,59,1,3,B,0
4726,22062120021219011X,3269,1597,1535,1,4,B,0
4727,220621200806221614,17412,404,471,1,4,A,1
4728,220622194201033491,11810,1661,1661,1,1,E,2
4729,220622194211111625,6743,227,221,4,2,F,1
4730,22062219460505191X,11428,63,79,1,2,F,2
4731,220622195312080930,30931,3896,3898,2,1,E,1
4732,220622195610201403,27856,447,404,2,4,F,1
4733,220622196310261724,37796,1723,1167,1,1,E,2
4734,220622196405134832,32234,1579,1579,3,4,A,2
4735,220622196710163672,35589,2119,3890,2,2,F,0
4736,22062219721008047X,18946,1668,450,2,1,F,1
4737,220622197906213031,29218,1597,1597,4,1,F,0
4738,220622198007152479,32115,1579,1579,3,4,E,0
4739,220622199406093781,23256,725,979,4,3,E,0
4740,220622200405114857,19065,1668,402,4,4,A,2
4741,220622200904152081,27563,404,404,2,3,B,1
4742,220623193307070997,22102,1597,2127,1,1,A,2
4743,220623193307232271,6475,1568,221,4,1,A,0
4744,220623197801164639,22482,2034,2033,1,3,A,2
4745,220623198902122168,25713,404,404,2,4,B,0
4746,220623199912193845,20316,2052,2052,1,4,F,1
4747,220623200608114570,22589,1134,1072,2,2,F,1
4748,220623200608312219,22473,1668,1072,4,4,A,2
4749,220623201612033751,25425,59,2007,3,2,E,2
4750,220681193709223769,13770,1615,1597,2,2,B,1
4751,220681197406301991,26369,1597,404,3,4,A,2
4752,220681199106290177,9840,1621,1613,4,1,A,2
4753,220681200302092130,18544,1681,450,4,4,A,2
4754,220681200906161256,38514,2085,41,4,3,A,1
4755,220702193211254322,20489,1693,1619,3,1,C,0
4756,220702193403034893,33003,2046,13,1,3,F,0
4757,220702193604240044,9878,1625,1605,4,4,B,0
4758,220702194308302532,6160,2112,2121,4,3,C,1
4759,220702194809184351,28086,1623,457,2,2,C,0
4760,220702195708062923,7946,2033,2006,3,3,B,2
4761,22070219600820434X,30145,525,576,4,1,F,2
4762,220702196401023019,9467,1624,1621,4,2,E,1
4763,220702196510263265,37859,401,401,1,3,C,2
4764,220702198907022020,18762,1684,402,2,3,A,1
4765,220702200306150633,34334,3245,261,4,1,C,2
4766,220702201706050484,11348,1634,1634,1,4,B,0
4767,220721194511284965,29114,2020,34,2,2,C,2
4768,220721194803083129,31075,129,129,3,2,E,0
4769,220721195107053895,1244,1593,1646,2,4,E,0
4770,220721195810243842,19540,1750,1689,1,3,E,0
4771,220721196403191285,14036,1539,1542,1,4,B,0
4772,220721197401102036,35719,1135,28,1,4,F,2
4773,220721197412070869,23185,979,129,3,2,E,1
4774,220721197601064505,13947,1592,1617,4,2,F,1
4775,220721198104113083,18874,404,404,4,2,C,1
4776,220721199105180522,18632,1681,457,3,3,F,0
4777,220721199809111584,2524,1535,1555,2,1,A,1
4778,220721199906132563,14802,1592,1577,4,3,F,0
4779,220721200907304676,14297,1577,1661,2,1,B,0
4780,22072120161124498X,38163,1573,1573,2,2,C,1
4781,220722193902232697,37309,1562,1568,2,4,F,2
4782,220722193912012508,13916,1597,1539,4,3,E,2
4783,220722194105263495,38633,1545,413,4,3,F,2
4784,220722194511263116,31926,1642,1632,3,1,E,1
4785,220722194611210775,12542,1661,1661,1,3,C,0
4786,220722194906302474,31945,1615,1593,1,3,A,0
4787,22072219820715399X,40559,1533,1562,1,3,B,1
4788,220722198606281315,27758,404,1668,2,3,F,0
4789,220722198909260693,1665,1655,1646,1,2,E,1
4790,220722199201151453,22887,457,49,4,3,E,0
4791,220722200105190191,28130,1597,1597,1,3,E,2
4792,220722201301271516,22274,2986,3033,3,1,A,1
4793,220722201303240641,34038,1150,3245,1,1,F,2
4794,220722201710163321,40202,1126,1150,4,1,F,0
4795,220723193305084979,18663,1619,1684,4,2,B,1
4796,220723194108244923,3981,3997,3590,1,4,E,1
4797,220723195607120591,38639,1548,2085,1,4,E,1
4798,220723196912054062,23897,3365,3365,1,4,E,0
4799,220723197303262549,22654,1169,838,3,4,C,0
4800,220723197809100934,17655,471,471,2,3,A,2
4801,22072319911030131X,26670,404,1597,4,2,C,1
4802,22072319921025475X,4159,1615,1574,2,3,C,1
4803,220723199501181116,28396,829,979,2,1,E,1
4804,220723200007191234,7782,1615,2020,1,3,F,1
4805,220723200603271513,582,1599,1595,1,2,B,0
4806,220723200803284239,33541,13,1,1,3,B,2
4807,220723200811100639,793,1599,1605,2,1,F,1
4808,220723201101220825,122,1611,1607,2,4,E,2
4809,220723201302163572,2577,1597,1555,2,3,C,1
4810,220781193010234451,32730,2018,80,2,4,E,0
4811,220781193702283991,2612,1555,1556,4,3,B,1
4812,220781193906182156,16161,1599,1599,3,3,F,2
4813,220781196802284477,18121,1619,384,3,4,E,0
4814,220781198408302218,755,1621,1621,2,4,A,1
4815,220781198804024643,6675,2072,227,2,3,E,2
4816,220781198804133698,23240,664,1668,1,4,E,1
4817,220781199906174516,24696,1597,1597,1,1,E,2
4818,220781200212034645,23746,2047,2007,4,2,C,0
4819,220781200212141555,27508,1597,1668,4,1,B,0
4820,220802193503214037,18263,1668,1684,2,4,E,0
4821,220802193506294060,6371,1661,1568,4,3,E,0
4822,220802194708302596,27968,1597,1597,2,3,A,0
4823,220802195303114380,24990,402,404,1,2,C,0
4824,220802196704112970,26717,404,1681,4,4,F,2
4825,220802198708040942,33176,3389,65,4,1,F,2
4826,220802199912051731,20465,1597,721,1,2,A,0
4827,220802200506022498,26380,404,404,3,4,E,1
4828,220802200701044860,38193,1571,1573,2,3,C,2
4829,22082119390119427X,39962,3911,3908,4,2,F,1
4830,220821198212061933,4893,1561,2046,2,3,F,0
4831,22082119891216153X,29946,1169,1151,3,2,F,2
4832,220822194108070563,4225,963,2429,3,3,C,1
4833,220822195307060725,39026,1615,1168,1,1,C,1
4834,220822196208212337,7446,1597,34,4,2,E,2
4835,22082219701013426X,21598,1668,1668,4,3,A,0
4836,220822197803010099,15786,1567,1568,2,3,E,0
4837,220822199811190973,16204,1615,1552,1,1,A,0
4838,220822200905271825,21176,34,2020,3,3,A,0
4839,220822201505192639,30554,1597,1681,2,3,A,0
4840,220822201512022531,16773,2020,76,4,1,A,0
4841,220881193905293909,37030,403,403,2,4,B,1
4842,220881194806153518,1842,1646,1646,1,1,F,0
4843,220881196802174513,24322,404,404,3,2,C,0
4844,220881199008124010,39867,3388,3388,3,3,C,1
4845,220881200301052197,26655,384,471,4,4,E,1
4846,220881200903182634,26042,1151,1597,1,1,B,1
4847,220881201405080795,17681,1668,1681,1,1,E,1
4848,220882194909294520,6349,2120,1540,2,3,A,0
4849,22088219590710090X,39310,1572,1571,3,4,F,1
4850,220882196212113127,1693,1646,1646,2,4,E,2
4851,220882196510080714,23997,979,979,2,3,C,0
4852,220882198609213256,36226,161,1578,2,3,F,1
4853,220882200406134363,5270,2068,2033,4,2,F,1
4854,222401193012270513,16469,1593,1612,3,4,E,1
4855,222401194009072326,3683,2016,2049,2,2,B,1
4856,22240119600304434X,2811,1557,1555,2,2,E,2
4857,222401196511290969,14975,1574,1543,1,1,E,2
4858,222401200801132941,37173,458,401,2,1,A,1
4859,22240120130620413X,4537,2066,2006,2,3,C,0
4860,222401201406300970,28930,34,2020,2,3,A,2
4861,222402193311283169,1696,1615,1593,2,4,C,1
4862,222402194812102332,36373,1641,1533,2,4,B,0
4863,222402196605142920,32339,1632,1584,2,1,E,1
4864,222402196611304412,20707,1704,1619,2,4,F,0
4865,22240219731201089X,11204,1578,1578,3,2,F,2
4866,222402197709224458,28866,1597,2020,3,1,C,2
4867,222402197908050219,23903,2020,3365,3,2,C,1
4868,222402198111101204,14365,1651,1577,4,2,B,0
4869,222402198501070618,16127,1552,1615,4,4,B,0
4870,222402198509221476,22219,1134,1072,4,4,B,0
4871,222402199709272758,8097,2069,2067,1,2,A,2
4872,222402200601044337,18808,1684,402,2,2,E,0
4873,222402201501122566,9099,2020,2035,2,3,F,0
4874,222403193410142376,15670,1567,1568,4,1,B,0
4875,222403193809053316,39304,1572,1571,2,3,C,1
4876,222403193912052717,29107,34,1597,3,1,E,0
4877,222403195604243131,37956,2085,409,1,3,A,1
4878,222403195606211379,15749,1567,1568,2,3,E,1
4879,22240319641122481X,1641,1593,1655,1,4,A,2
4880,222403197001141346,18211,1597,1623,1,2,C,2
4881,22240319700814016X,25644,1169,1169,2,4,C,2
4882,222403197210152332,21310,59,2069,4,1,B,0
4883,222403197705234049,10905,1589,1634,4,4,C,2
4884,222403198002012540,24390,1668,1597,4,2,C,2
4885,222403198405311254,14269,1651,1574,1,3,F,2
4886,222403198806164996,36795,1749,1599,2,3,B,1
4887,222403199402244636,11916,1574,1661,2,3,F,1
4888,222403199908202740,4780,3365,3365,4,4,C,0
4889,222403200904192405,11597,2018,65,1,1,A,0
4890,222403201307073269,3435,1632,1582,1,2,F,2
4891,222404194604244101,5301,59,2020,2,1,F,1
4892,222404195304224226,4067,3997,3997,4,4,E,0
4893,222404198405093142,26914,1681,1668,2,4,E,1
4894,222404198901041771,38319,1591,1571,2,1,C,0
4895,222404200006054648,7309,1617,3932,2,1,E,1
4896,222404201510172541,38717,2131,7,3,3,B,2
4897,222405194902131451,13594,1592,1617,2,4,E,2
4898,222405198007021537,8098,2067,2035,4,1,E,0
4899,222405198711201179,12280,1651,1574,1,4,B,0
4900,222405198808053774,19131,1597,1684,1,1,E,0
4901,22240520110416135X,26262,1709,3052,1,4,F,0
4902,222405201605304881,38372,1573,1573,3,4,C,1
4903,222406193210090064,8328,2020,2020,3,1,A,0
4904,222406194109161811,38462,2125,18,3,4,F,2
4905,222406195301192110,8511,1615,1615,1,4,E,2
4906,222406196305190459,35408,3195,3161,3,4,A,0
4907,222406196604254619,4933,1659,1577,1,4,E,2
4908,222406198011154160,6465,2112,221,2,2,A,1
4909,222406198304084274,31019,1597,1151,4,2,A,1
4910,222406199111213572,25070,1597,1597,4,4,B,2
4911,222406199509104675,18214,1597,1747,3,3,F,1
4912,222406199707104158,14902,1615,1574,4,2,C,0
4913,222406200210204212,7856,2020,2007,1,1,F,2
4914,222406200807281018,6490,2112,221,2,3,F,1
4915,222424193412183747,19559,1615,1689,4,4,F,1
4916,222424194710051907,24656,1681,457,4,2,E,0
4917,222424195701062377,36959,403,403,4,1,A,2
4918,222424195701170706,4083,1615,1540,3,1,F,2
4919,222424197111244452,39907,1562,3877,2,2,A,1
4920,222424197201283850,30723,1146,1151,1,2,A,2
4921,222424197207120219,34661,1133,458,3,4,C,0
4922,222424197410213410,33310,2034,79,3,4,F,2
4923,222424201604260361,9048,2035,2035,1,3,A,2
4924,22242619350429341X,11419,1,1,2,1,A,0
4925,222426193711182069,32723,3389,65,1,2,F,0
4926,222426194706180143,15758,1568,1568,1,2,A,1
4927,222426196801260618,23308,1734,576,2,2,B,2
4928,222426197804252538,6830,2108,2108,2,2,A,0
4929,222426198609163075,21660,1542,1134,1,1,A,1
4930,222426199404191536,21416,2047,2035,1,2,B,2
4931,222426200405260850,22156,1565,1568,4,1,B,0
4932,222426201211214316,31260,3868,3871,3,2,C,2
4933,230102195410062575,38527,2125,8,3,3,B,1
4934,230102196705042322,5163,2020,2006,1,2,A,2
4935,230102198312134057,8729,2069,2007,2,4,F,0
4936,230102198411170897,19553,1615,1689,1,3,E,2
4937,230102198801093604,22890,59,32,1,2,F,2
4938,230102201508211442,12709,1592,1615,3,4,E,0
4939,230103193205122185,1088,1646,1646,1,1,E,1
4940,230103193401170117,40390,1150,1133,4,1,E,2
4941,230103193510092250,38156,1571,1573,2,2,E,2
4942,230103195802042377,9002,2020,2033,3,4,B,1
4943,230103196712202589,34304,1134,3309,2,1,B,1
4944,230103197810040872,16960,1,1,3,2,C,2
