PCardID,PName,Sex,Age
231123196108173079,胡春明              ,True,59
231123197602121471,林剑荣              ,True,44
231123198011174808,赵文雯              ,False,40
231123199704303021,王素玲              ,False,23
231123201201120741,初学蕾              ,False,8
231124193006054629,袁妙红              ,False,90
231124194906230530,尹勇镔              ,True,71
231124196202150048,汪晓燕              ,False,58
231124196303200972,王云云              ,True,57
231124197008230145,冯莉娜              ,False,50
231124198510224757,高永涛              ,True,35
231124198805101180,季丹丹              ,False,32
231124199101131079,傅律云              ,True,29
231124200001283505,严观燕              ,False,20
231124200510153813,文新生              ,True,15
231181194201274039,周丽军              ,True,78
231181195703211809,袁英                ,False,63
231181196511163333,王新江              ,True,55
231181197704271271,范晨鹏              ,True,43
231181199503242764,宋丽娟              ,False,25
231181200402244088,谭雨                ,False,16
23118219570310038X,阮娟梅              ,False,63
231182197612130291,魏惠春              ,True,44
231182199809171985,陈青                ,False,22
231183193205194683,诸玲                ,False,88
231183193305223015,王玉树              ,True,87
231183195201082157,李志林              ,True,68
231183195705033666,黄妍妍              ,False,63
231183197011274317,尤爱忠              ,True,50
231183197203142511,胡臻                ,True,48
23118319930526448X,刘学芬              ,False,27
231183199904162258,孙伟                ,True,21
231183200002150659,杨开基              ,True,20
231183200112061948,许春芳              ,False,19
231202193207293420,叶玉婷              ,False,88
231202193603272138,郑莉波              ,True,84
231202196612184782,王晓蓉              ,False,54
231202196712100232,王顺宇              ,True,53
231202197801033881,吕小洁              ,False,42
231202198103120974,李致宏              ,True,39
231202198303010219,方剑                ,True,37
23120219851018078X,柳云敏              ,False,35
23120219901228410X,秦婷                ,False,30
231202200907163013,蒋建刚              ,True,11
231202201103300793,冼先球              ,True,9
231202201205232664,陈惠娟              ,False,8
231221199202031161,俞伟敏              ,False,28
231221199210082081,于永玲              ,False,28
23122119941116100X,钱慧                ,False,26
231221201110202461,陈丹                ,False,9
231222194504230506,邢婷婷              ,False,75
231222195110012164,李莲花              ,False,69
231222197409262909,林宝珠              ,False,46
231222197810191430,谢黎明              ,True,42
231222198207290930,周海斌              ,True,38
231222198408103863,洪叶君              ,False,36
231222199001211138,张友治              ,True,30
231222200811232235,章雪峰              ,True,12
23122220100417394X,陈玉姣              ,False,10
231223193008214971,杨晨                ,True,90
231223194508074148,刘秀兰              ,False,75
231223194809112670,何海波              ,True,72
231223196206021058,邵栋梁              ,True,58
231223196510163659,汪渊                ,True,55
231223197201022291,梁昌隆              ,True,48
23122319820919325X,郑东                ,True,38
231223198704173221,王文雯              ,False,33
231223199201232626,许婧                ,False,28
231224193502072004,郑海英              ,False,85
231224196204091016,丁子悦              ,True,58
231224197405214339,李迎辉              ,True,46
231224198303212986,于婷                ,False,37
231224198802210993,陆栋梁              ,True,32
231224200601154104,彭芬芳              ,False,14
231224200612221851,章晨                ,True,14
231225194101121259,秦道俊              ,True,79
231225195111301143,潘雪珍              ,False,69
231225195311281036,蔡连连              ,True,67
231225195703184753,吴文凯              ,True,63
231225196205143451,邵云飞              ,True,58
23122519621105253X,郑和蒙              ,True,58
231225196512210466,蒋琴                ,False,55
231225197105033735,成永刚              ,True,49
231225197702184451,李华伟              ,True,43
231225198607263535,范贤冲              ,True,34
231225199004254853,谭达威              ,True,30
23122520100724268X,谭玉芳              ,False,10
231226193909213940,李小琴              ,False,81
23122619480725341X,宋立舜              ,True,72
231226195409140270,张小康              ,True,66
231226196512050390,朱晖                ,True,55
231226197103060584,季学霞              ,False,49
231226197609262634,殷磊                ,True,44
231226198411041582,蒋薇                ,False,36
23122619860328110X,谢花兰              ,False,34
231226199704042487,田洁                ,False,23
231226200111052335,赵春波              ,True,19
231226200603270910,袁科华              ,True,14
231281193506011492,温红旗              ,True,85
231281196509203717,温苑                ,True,55
231281197104254334,章长冲              ,True,49
231281197510204527,章中平              ,False,45
231281197703160698,吴艳清              ,True,43
231281197807021465,杜恒欢              ,False,42
231281199203203400,刘玉香              ,False,28
23128119980908133X,张澎                ,True,22
231281200011183826,钟慧娟              ,False,20
231281200703294826,张晶                ,False,13
231281201307043587,胡景勤              ,False,7
231282194106242356,陈丽领              ,True,79
231282194404140956,周兆广              ,True,76
231282194512281334,李治辉              ,True,75
231282196004082493,贾睿                ,True,60
231282196303061211,王张均              ,True,57
231282197601243720,董光兰              ,False,44
23128219930511021X,杭波                ,True,27
23128220060412457X,王克华              ,True,14
231282200904052619,呼其日和            ,True,11
231283193011163390,施子钟              ,True,90
231283196505123878,柴亮知              ,True,55
23128319751016103X,孙亚坤              ,True,45
231283197706062703,时静静              ,False,43
231283198306053538,朱燕宏              ,True,37
231283199801212166,黄菊                ,False,22
231283200102040436,孔韶                ,True,19
232701193302093859,邱俊录              ,True,87
232701194204113662,贺茂琼              ,False,78
232701196207212999,麻铁林              ,True,58
232701196709031979,戴成龙              ,True,53
232701196909271205,范荣梅              ,False,51
232701196912041283,王雅蓉              ,False,51
232701197212203901,魏诚芳              ,False,48
232701197903090715,王泽龙              ,True,41
232701197906144299,杨伟锋              ,True,41
232701198901061675,邱伟信              ,True,31
232701200904062112,王虎                ,True,11
232721193612133970,刘文刚              ,True,84
232721193906170638,姬花枝              ,True,81
232721194301164125,金彩萍              ,False,77
232721194404011017,袁源                ,True,76
232721195101241952,赵登峰              ,True,69
232721195710192850,梁会东              ,True,63
232721199003224452,朱灵溢              ,True,30
232721199012192907,袁聪慧              ,False,30
232721200510153164,曾广红              ,False,15
232721201504213372,吕丁佳              ,True,5
232721201509263790,徐贤                ,True,5
23272219300813165X,戴少波              ,True,90
232722197811010185,纪凌琳              ,False,42
23272219850131433X,何戴旭              ,True,35
232722198905304170,吕裕正              ,True,31
232722199612132066,刚文君              ,False,24
232722200405232027,吴美莉              ,False,16
232722200708080438,赵琦                ,True,13
310101198006043740,周海艳              ,False,40
310101201202033632,翟圣闽              ,True,8
310101201611133001,胡梦丹              ,False,4
310104193111072929,蔡玲玲              ,False,89
310104193702171080,俞芬                ,False,83
31010419420601470X,张秀芳              ,False,78
310104194801294435,李间开              ,True,72
310104196203171055,陈荣贤              ,True,58
310104196803013405,戴文婷              ,False,52
310104197302283110,徐继友              ,True,47
310104198002202256,高轲                ,True,40
31010420090831262X,倪莹                ,False,11
310104201409143192,安建华              ,True,6
310105194803312920,石惠                ,False,72
310105195112151333,樊其飞              ,True,69
310105196008253609,夏燕                ,False,60
310105197109082911,王自可              ,True,49
310105198312281312,闫群                ,True,37
310105198903014363,邵静                ,False,31
310105200705203040,赵晓倩              ,False,13
310106195004243114,张俊兵              ,True,70
310106195903123597,姜金环              ,True,61
310106197601172691,缪阳春              ,True,44
310106197706022518,范秋月              ,True,43
310106197811060671,王顺钦              ,True,42
310106199701094554,唐映                ,True,23
310107194002052770,郑良成              ,True,80
310107194312040521,金晓敏              ,False,77
310107197306244513,王凤杰              ,True,47
310107200102211079,李浙                ,True,19
310109193110181287,张爱萍              ,False,89
310109194011173120,叶红                ,False,80
310109195309291482,徐梦娟              ,False,67
310109195311134937,苏志忠              ,True,67
310109199212243378,谭立强              ,True,28
310109199401142752,将戎根              ,True,26
310109200206010055,梁海峰              ,True,18
310110194407273430,许康宏              ,True,76
310110194901160650,潘枝舰              ,True,71
310110195605270745,祝志芳              ,False,64
310110195801293645,王美娟              ,False,62
310110197006010713,李传忠              ,True,50
310110197512264935,谢益斌              ,True,45
310110198108061890,余焙焙              ,True,39
310110199007090275,邹敏宇              ,True,30
310110200603221468,张美燕              ,False,14
310110200801030830,郑思                ,True,12
310112193209031295,李玉培              ,True,88
310112195611093151,李思思              ,True,64
310112197107124691,黄志鹏              ,True,49
310112197909120414,张祥馥              ,True,41
310112198905154056,蔡哲炜              ,True,31
310112200803274567,马保凤              ,False,12
310113193301291344,薛国芬              ,False,87
310113196208171026,胡嫩娥              ,False,58
310113197803063892,吴勇军              ,True,42
310113198706112319,冯斌                ,True,33
310113198708120558,唐纪全              ,True,33
310113201409242701,陈蛟                ,False,6
310113201507050527,易晖容              ,False,5
310114193009304546,罗丽珍              ,False,90
310114193601202530,徐晓黎              ,True,84
310114196008064118,汤百新              ,True,60
310114198211210247,毛君                ,False,38
310114199311260289,韩雪                ,False,27
310114200002171886,殷樱                ,False,20
310114201608242786,顾敏                ,False,4
310115194701153810,赵越                ,True,73
310115198402243582,冯敏敏              ,False,36
310115200206050281,夏平                ,False,18
310115200308084140,莫彩英              ,False,17
310115201106231151,何泊为              ,True,9
310115201110140535,林保昌              ,True,9
310115201512074673,雷达忠              ,True,5
310116193401090282,张艳苹              ,False,86
310116195805312207,田喜梅              ,False,62
310116196502143690,潘增辉              ,True,55
310116198111134382,车海蓉              ,False,39
310116200702013339,郑洪星              ,True,13
310116200806141730,张文明              ,True,12
310116201408050299,董建勇              ,True,6
310117193606073925,孔秀娟              ,False,84
310117197812221536,黎剑飞              ,True,42
310117199102260812,顾昊                ,True,29
310117199103274554,沈玉龙              ,True,29
310117199702242482,王哓莲              ,False,23
310117201112314650,汤宜唤              ,True,9
310117201212154797,姚佳佳              ,True,8
310118194310163906,陈惠芳              ,False,77
310118195212070495,陆俭                ,True,68
310118195408264531,毛亚辉              ,True,66
310118197804233189,钱琦慧              ,False,42
310118198306302676,刁一峰              ,True,37
310118198406192187,费梦滢              ,False,36
310120194703092215,段铁军              ,True,73
310120196103290110,何震宇              ,True,59
310120198105121600,潘芳琴              ,False,39
310120199606023106,沈娟                ,False,24
310151194206090475,栾爱业              ,True,78
310151194304213563,肖淑琴              ,False,77
310151195206053484,符永丽              ,False,68
310151196106141238,孙杰                ,True,59
310151196410040255,俞卫斌              ,True,56
310151197207053805,王学娜              ,False,48
310151197403210978,杨必俊              ,True,46
310151197702063269,崔荣珍              ,False,43
310151198111222373,化银锋              ,True,39
310151199210084388,董月香              ,False,28
310151200212154402,庄玲燕              ,False,18
310151200710040416,丁瑜                ,True,13
31015120130417443X,黄列明              ,True,7
320102193903232790,冼家辉              ,True,81
320102195212293075,胡学锋              ,True,68
320102195912272224,朱日娟              ,False,61
320102196509093757,张小龙              ,True,55
32010219711212015X,刘小培              ,True,49
320102198210024035,耿伟京              ,True,38
320102198405034276,付牛天              ,True,36
320102198706052128,冯丽慧              ,False,33
320102199303021989,张瑞珍              ,False,27
320102199507113869,崔丽珍              ,False,25
320102200409141159,陈冀                ,True,16
320102200604254116,戚文                ,True,14
320102200906144318,张晓华              ,True,11
320102201004041154,李凌嘉              ,True,10
320102201705151882,郭梅                ,False,3
320104193201143147,张玮娜              ,False,88
320104197403082096,袁得里              ,True,46
320104201508284419,兰春风              ,True,5
320105193809080144,李满芝              ,False,82
320105194004063253,马省会              ,True,80
32010519521005124X,吴连英              ,False,68
320105196402052719,付智波              ,True,56
320105198406051173,郭效攀              ,True,36
320105199208060049,张俊青              ,False,28
320105200106123243,杨美丹              ,False,19
320105200201174137,王庆军              ,True,18
32010520080130293X,刘国伟              ,True,12
320106193105083247,唐琳芳              ,False,89
320106193205124907,商娟娟              ,False,88
320106193209271402,鲍华静              ,False,88
320106193408231710,方振兴              ,True,86
320106193812213530,任晓文              ,True,82
320106194209152299,梁永良              ,True,78
320106195309200192,王桂春              ,True,67
320106196103261699,邵新建              ,True,59
320106196511023286,覃艳霞              ,False,55
320106198109113389,王少琴              ,False,39
32010619830131034X,徐春霞              ,False,37
320106200009014412,陈星华              ,True,20
320111193903291033,董美专              ,True,81
320111197602101070,刘星                ,True,44
32011119840519169X,居维伟              ,True,36
320111199211152363,傅晓婕              ,False,28
320111200801172650,邵海建              ,True,12
320111201610051914,刘彦文              ,True,4
320113194106050226,唐熙娟              ,False,79
320113194909110130,翟明伟              ,True,71
320113196004034216,叶科其              ,True,60
320113196508312996,陈泽玉              ,True,55
320113197305184474,李凌云              ,True,47
320113197401150493,孙永利              ,True,46
32011319750515427X,吴行宇              ,True,45
320113198307302598,胡辰                ,True,37
320113199308264612,邢叶军              ,True,27
32011320100102346X,王佩娥              ,False,10
320113201209093491,邓维灿              ,True,8
320113201711201080,吴凤娟              ,False,3
320114193406252139,李胜朝              ,True,86
320114194506220219,王朝华              ,True,75
320114195103210782,于兆珍              ,False,69
320114196710244479,吴友民              ,True,53
320114198103190076,刘子昂              ,True,39
320114199012154576,傅小军              ,True,30
320114199507082877,王张水              ,True,25
320114201211102373,刘茵                ,True,8
320114201409153395,陈化诚              ,True,6
320115193310233714,陈瀚洋              ,True,87
320115193806260601,裴圣芳              ,False,82
320115195510142170,吴小磊              ,True,65
320115195511102613,刘勇生              ,True,65
320115196811131496,黄汉国              ,True,52
320115198109141829,鲁敏                ,False,39
320116193810200421,蒋莲红              ,False,82
320116194503013137,方焕                ,True,75
320116194807243177,屈喜龙              ,True,72
320116195312213122,胡玉平              ,False,67
320116196202052924,刘慧怡              ,False,58
32011619680930266X,周孝楠              ,False,52
320116197311254044,裘娇娇              ,False,47
320116198305311617,王凌霄              ,True,37
320116199502162598,倪峰                ,True,25
320116200008171718,孙祥玉              ,True,20
320116200909204134,潘皓                ,True,11
320117193707032913,应崇杨              ,True,83
320117194305250293,周彦                ,True,77
320117194311151654,宋时益              ,True,77
320117196112302199,施春宇              ,True,59
320117198412200839,贾文建              ,True,36
320117198812151853,付应森              ,True,32
320117199411241852,王得聪              ,True,26
320117199707152090,怀冬冬              ,True,23
320117200105072777,陈国栋              ,True,19
320117201703144368,武敏敏              ,False,3
320118193005203390,昌营银              ,True,90
32011819440430285X,邹尚辉              ,True,76
320118194804283897,李元春              ,True,72
320118195206163355,孟宸皓              ,True,68
320118197606252647,朱春妹              ,False,44
320118198001130721,杜元贞              ,False,40
320118198706010914,卢志宇              ,True,33
320118199407111023,孙修静              ,False,26
320118199508122442,包卫霞              ,False,25
320118199805091531,韩延林              ,True,22
320118201211050580,刘晓雅              ,False,8
320118201407214575,马冰迅              ,True,6
320205193811292352,沈世铮              ,True,82
320205195310110759,陈忠渭              ,True,67
320205195906261902,陈菊凤              ,False,61
320205196203143023,杨桦                ,False,58
320205197203070009,倪苗苗              ,False,48
320205197510171985,张红敏              ,False,45
320205200004272796,骆名剑              ,True,20
320205200008293367,顾秀琴              ,False,20
320205200110303138,岑浩春              ,True,19
32020520100905395X,张如京              ,True,10
320206193502214832,郭磊                ,True,85
320206193804234273,王丽清              ,True,82
320206194412152070,石云                ,True,76
320206195212161866,康丽婷              ,False,68
320206197111301814,吴翥儒              ,True,49
320206197405030650,廖文峰              ,True,46
320206197806263340,赵霞                ,False,42
320206200910172494,陈金                ,True,11
320211195601013278,刘庆刚              ,True,64
320211196204023995,白亮                ,True,58
320211199605301152,尹莹杰              ,True,24
320213193203114712,方祖星              ,True,88
320213195012114022,陈敦丽              ,False,70
320213195106044432,方磊                ,True,69
320213195908281050,刘晓奕              ,True,61
320213196209064174,景宏林              ,True,58
320213198107262777,钟能杰              ,True,39
32021319870822491X,陈杰华              ,True,33
320213199810172639,符小章              ,True,22
320213200701283677,方华                ,True,13
320214194202061496,孙焕举              ,True,78
320214195812171910,袁健                ,True,62
320214196909063590,吕红一              ,True,51
320214197112232371,陈毅飞              ,True,49
320214197211123031,翁柳春              ,True,48
320281193805082478,黄耀坤              ,True,82
320281195002263522,宗月妹              ,False,70
32028119520914386X,苏金兰              ,False,68
320281195404262813,李午子              ,True,66
320281196406143652,孙帅                ,True,56
32028119910429343X,夏新宇              ,True,29
320281199608070272,沈晓旦              ,True,24
320281200408041392,张华林              ,True,16
320281200505314575,刘斌                ,True,15
320281200906152618,于天明              ,True,11
320282193505272612,陈叶广              ,True,85
32028219581218390X,陈吉                ,False,62
320282197710243253,梁奕                ,True,43
320282198103041531,赵文洪              ,True,39
320282198312240414,任峥                ,True,37
320282200008161105,王林燕              ,False,20
320282200706141056,德央                ,True,13
320302193306084049,陆芳                ,False,87
320302193908010899,孙智斌              ,True,81
320302194704261498,杭天奇              ,True,73
320302194705081683,吕慧娟              ,False,73
320302196002093935,周云勇              ,True,60
320302197106154637,乔荔                ,True,49
320302200206174293,李伟伟              ,True,18
32030220101005469X,许海忠              ,True,10
320303193907071274,李卫军              ,True,81
320303196205074095,孙建阳              ,True,58
320303196212210630,吴至仁              ,True,58
320303197610013370,邢立辉              ,True,44
320303199703210655,黄家鑫              ,True,23
320303200102042823,赵成红              ,False,19
320303201606061272,孔凯                ,True,4
320305193401201871,李宝玉              ,True,86
320305196203274010,张鹏科              ,True,58
320305196708281822,郭金莲              ,False,53
320305196911100468,冯婧                ,False,51
320305197410200692,钱蓉辉              ,True,46
320305198505103179,黄晗                ,True,35
320305200806083335,邵银文              ,True,12
320311193411012895,金子                ,True,86
320311195904030978,邓广全              ,True,61
320311196112311143,吴家平              ,False,59
320311197104103226,周艳妮              ,False,49
320311199001244535,戴晓晔              ,True,30
32031119930328097X,施金办              ,True,27
320311199512010933,殷明良              ,True,25
320311201309014699,张立建              ,True,7
320311201704173753,蒋祥山              ,True,3
320312193908151571,赵明浩              ,True,81
320312194805032232,任钧杰              ,True,72
320312195912102640,叶静雅              ,False,61
320312196207083100,张春芬              ,False,58
320312196309120283,顾芳蕾              ,False,57
320312197509150510,李佳                ,True,45
320312197510194449,程婷                ,False,45
320312198806074651,边云峰              ,True,32
320312201007011579,景棋                ,True,10
320312201312061265,高维娜              ,False,7
320321193703082476,王文硕              ,True,83
320321194007182937,王治国              ,True,80
320321195007300571,孙智                ,True,70
320321196405311596,林亚金              ,True,56
320321197512163132,金吉新              ,True,45
320321198103220401,吴文艳              ,False,39
32032119820618049X,陈伟夫              ,True,38
320321198309171246,许彩霞              ,False,37
320321198506182091,王嘉珂              ,True,35
320321201504163174,孙登华              ,True,5
320322193308140900,宁秀荷              ,False,87
320322193911101025,胡冰兰              ,False,81
320322194708313641,王榆茜              ,False,73
320322196401112254,刘万兴              ,True,56
32032219820517166X,蔡雨君              ,False,38
320322200110162787,齐倩                ,False,19
320322200506172084,高菲                ,False,15
32032220060119103X,林闰鹏              ,True,14
320324193909244476,张跃军              ,True,81
320324193911023410,梁希云              ,True,81
320324195212241397,徐雪生              ,True,68
320324195909223527,徐嫣                ,False,61
320324196106092556,梁晓明              ,True,59
320324197001013043,邵爱玲              ,False,50
320324198402011326,刘玉平              ,False,36
320324199406010835,李峰                ,True,26
320324199505010320,任玉萍              ,False,25
320324200107034488,刘艳丽              ,False,19
32038119460518316X,董玉兰              ,False,74
320381194807303991,桑波                ,True,72
32038119520722467X,王国才              ,True,68
320381195310241793,周博                ,True,67
320381195707284273,陆雪清              ,True,63
320381196901201659,易保勇              ,True,51
320381198006280775,马顺超              ,True,40
320381198605130832,吴琦                ,True,34
320381198610120815,石海华              ,True,34
320381199805021678,邓信良              ,True,22
320381201004163799,黄习兵              ,True,10
320381201212163670,帅金理              ,True,8
320382193707260164,吴建玲              ,False,83
320382196107084332,李敬敬              ,True,59
320382197206254602,胡蓓                ,False,48
320382198209121199,陆剑岭              ,True,38
32038219840719062X,陆志平              ,False,36
320382198602081242,吴贞                ,False,34
32038219970207073X,李士定              ,True,23
320382201110261268,王伶霞              ,False,9
320402194001050761,孙玉平              ,False,80
320402194806182171,袁晓江              ,True,72
320402195907303299,刘艳文              ,True,61
320402197208232654,陆旖旎              ,True,48
320402198305042355,冯君斌              ,True,37
320402199501124432,薛清                ,True,25
320402199807101778,严先明              ,True,22
320402200801043496,许慎夫              ,True,12
320402201106261453,黄成凯              ,True,9
320402201204093967,李晓楠              ,False,8
320402201308044940,谭松芳              ,False,7
320402201512294808,许静霞              ,False,5
320404193006243616,童华                ,True,90
320404194310112017,陈国强              ,True,77
320404194502172495,李春宇              ,True,75
320404196207262200,于正凤              ,False,58
320404196405262738,刘湾湾              ,True,56
320404197906264955,郭名爱              ,True,41
32040420070706391X,夏帮亮              ,True,13
320404201608213702,梁水莲              ,False,4
320411195510144716,薛飞                ,True,65
320411195707133420,王璐璐              ,False,63
32041119630523467X,冯玉堂              ,True,57
320411200811163252,陈淑庆              ,True,12
320412193705114813,李玉伟              ,True,83
320412194905174241,林颖                ,False,71
32041219530305495X,邵宜发              ,True,67
320412196501090593,谭君洪              ,True,55
320412196707100064,吴文珍              ,False,53
320412197203243218,韩帅                ,True,48
320412200209040627,所菲                ,False,18
320412201007282067,房金凤              ,False,10
320413193811013959,袁鹏                ,True,82
320413195611293780,崔亚静              ,False,64
320413196611071496,张文锦              ,True,54
320413196802081638,孙仕明              ,True,52
320413198605132095,陈宁军              ,True,34
32041319901004017X,朱乘晨              ,True,30
320413199605063493,候占峰              ,True,24
320413201602264249,周永琴              ,False,4
320481195501124421,周国敏              ,False,65
320481195708133704,陈莹莹              ,False,63
32048119581229150X,黄海琴              ,False,62
320481196302103075,时中玉              ,True,57
320481196507044355,金城                ,True,55
320481197912160530,王棋棋              ,True,41
320481200212214731,宋文淇              ,True,18
320481201007203595,黄成荣              ,True,10
320505193505011897,白子渔              ,True,85
32050519601204116X,张平梅              ,False,60
320505197507271826,向慧敏              ,False,45
320505199007190172,许剑                ,True,30
320506193109211607,余双娟              ,False,89
320506193810210258,郭建良              ,True,82
320506195008022478,季承林              ,True,70
320506197401263218,胡恒庆              ,True,46
320506199805203974,李环环              ,True,22
320506200509053233,陆圣华              ,True,15
320506201304274942,施林丹              ,False,7
320507193803121157,拱雪巍              ,True,82
320507193808034175,彭虎                ,True,82
320507194803300037,洪彬                ,True,72
32050719510414157X,缪旭兵              ,True,69
320507195609083774,何华海              ,True,64
320507196907260139,王式朝              ,True,51
320507196911011434,黄丽明              ,True,51
320507198603150191,顾伟军              ,True,34
320507198905171553,张升                ,True,31
320507199406231819,綦子俊              ,True,26
320507199512114739,李桂富              ,True,25
320507201007054907,吴竹萍              ,False,10
32050720170906419X,徐杰                ,True,3
320508193401024078,王宝会              ,True,86
320508194403044069,罗晨艳              ,False,76
320508194403104789,陈金娣              ,False,76
320508194503103425,崇晓敏              ,False,75
320508194503113041,胡红梅              ,False,75
320508197202271912,宋高华              ,True,48
320508197606014154,李月                ,True,44
320508197906101030,姚维佩              ,True,41
320508197911073521,刘紫薇              ,False,41
320508198205074310,张立强              ,True,38
320508198907213194,陈锡泼              ,True,31
320508198909254811,何溥天              ,True,31
320508200110023465,陶丽君              ,False,19
320508201601094465,卢秀惠              ,False,4
32050919380614017X,王少杰              ,True,82
320509194906242346,符冠瑶              ,False,71
320509194912221170,马臣                ,True,71
320509195010013414,茹愿                ,True,70
320509196106044834,肖献锋              ,True,59
320509196207241060,高永静              ,False,58
320509197712194941,朱丰英              ,False,43
320509197901161532,姚骥                ,True,41
32050919790630474X,陈佳妮              ,False,41
320509199211170991,刘凤领              ,True,28
320509199502121583,肖杰灵              ,False,25
320509200902033537,毛树杉              ,True,11
320509201602063114,俞飞                ,True,4
320581193801202491,郭镇武              ,True,82
320581194511063635,刘广宏              ,True,75
320581195801261714,苗文                ,True,62
320581197208084138,俞海宁              ,True,48
320581198906042810,芦昌锡              ,True,31
320581199211023597,章文琪              ,True,28
320581200003204890,尹石刚              ,True,20
32058120050522025X,黄桂华              ,True,15
320581200710191507,李菊红              ,False,13
320581201008053184,卢小丽              ,False,10
32058120100824276X,罗冰                ,False,10
320581201305043839,宋劭康              ,True,7
320581201711234446,李菊香              ,False,3
320582193401142107,李上莹              ,False,86
320582196804301129,方婷                ,False,52
320582197107114197,谭咏                ,True,49
320582199312123411,徐国军              ,True,27
320583194504280626,张乐园              ,False,75
320583195106294816,朱桂闽              ,True,69
320583195312152253,戎华定              ,True,67
320583196510142579,舒乐                ,True,55
320583197105150633,何彬                ,True,49
320583199208221907,吴志玲              ,False,28
320583199308252874,徐春云              ,True,27
320583200901304378,刘杰                ,True,11
320585193301133050,吕浙栋              ,True,87
320585194608054298,刘和方              ,True,74
320585195808241594,李项季              ,True,62
320585195911270334,钱晓琰              ,True,61
320585196108161184,陈全香              ,False,59
320585198402252326,单芳兰              ,False,36
320585199812224330,杨秀云              ,True,22
320585201612010274,肖广文              ,True,4
320602193604170275,吴天昊              ,True,84
320602194104062782,苏娟                ,False,79
320602194310144965,陈国莲              ,False,77
320602194903140695,孙佳                ,True,71
32060219740217206X,尤敏                ,False,46
320602197612293740,莫于芳              ,False,44
320602199910071555,叶育恒              ,True,21
320602200102034284,杨丹丹              ,False,19
320602200107113774,王耀庭              ,True,19
320602201409213871,佘启明              ,True,6
32061119300715082X,陈亚青              ,False,90
320611193211091740,黄美霞              ,False,88
320611193703160538,赵志尧              ,True,83
320611193902190692,张韦                ,True,81
32061119451120246X,马文平              ,False,75
320611195311041651,井国新              ,True,67
320611197804253360,孙菁                ,False,42
320611198605252781,李雯                ,False,34
320611201010280171,何育华              ,True,10
320612193308210829,尹霞                ,False,87
320612193901054599,杜雅文              ,True,81
320612194505070292,张宏宇              ,True,75
320612195406084490,邵志国              ,True,66
320612196106304265,谢迪霞              ,False,59
320612198605074862,陈佩芳              ,False,34
320623196701054271,宋旭东              ,True,53
320623197010220976,程呈                ,True,50
320623197305042089,沈荷婷              ,False,47
320623200401013899,刘卓                ,True,16
320623200610224799,褚华                ,True,14
320681193402061914,于宝明              ,True,86
320681194012284412,曾木连              ,True,80
320681196811230110,于洋                ,True,52
320681199910204712,陈亚东              ,True,21
320681200308053638,高晨                ,True,17
320681201011221893,汪和玉              ,True,10
320682193012132269,吴小青              ,False,90
320682193704083066,陈燕芳              ,False,83
32068219370713296X,张群红              ,False,83
320682194607194164,董海丽              ,False,74
320682196002154433,邵龙                ,True,60
320682197311030789,邹丽婷              ,False,47
320682201109144909,孙艳                ,False,9
32068220141228404X,余思雅              ,False,6
320684193101130997,徐海鹏              ,True,89
320684193905204437,耿美好              ,True,81
320684195212184831,潘军                ,True,68
320684195403282610,蔡涛                ,True,66
320684195411272711,王鹤                ,True,66
320684195506114943,郭运芳              ,False,65
320684196406204655,刘铁群              ,True,56
320684198007030917,金迪                ,True,40
320684198805042269,周洪妹              ,False,32
320684199104240590,俞雷                ,True,29
32068419960715351X,倪声东              ,True,24
320684199707050956,梅竹松              ,True,23
320684200102053877,陈丽端              ,True,19
320684200106072995,崔煜                ,True,19
320684200504161416,方超                ,True,15
320684201409083776,应子文              ,True,6
320684201502074436,王文革              ,True,5
320685194709013247,王小芝              ,False,73
320685195610040469,殷丽娜              ,False,64
320685197803162488,谢琴                ,False,42
320685199208072858,金宏昌              ,True,28
320703194102260082,韩会萍              ,False,79
320703196101190464,高红艳              ,False,59
320703197203272238,周渝                ,True,48
320703197302243088,林平                ,False,47
320703198010234256,刘颖宇              ,True,40
320703198404121633,朱君波              ,True,36
32070320050714271X,郭永奎              ,True,15
32070320070513450X,吴桂芳              ,False,13
320703200902190105,金燕萍              ,False,11
320703201505034533,俞人则              ,True,5
320703201705064913,霍钢                ,True,3
320706193312121173,梁南生              ,True,87
32070619370711324X,王丽丽              ,False,83
320706196807170579,吴仁华              ,True,52
320706197509284839,赖灼坤              ,True,45
320706198712202207,杨锡兰              ,False,33
32070619880914391X,蒋志峰              ,True,32
320706199003133338,方碧云              ,True,30
320706199307011823,张志仙              ,False,27
320706200108241015,谢佳洋              ,True,19
320707193108040073,何业东              ,True,89
320707193410102837,王国洋              ,True,86
320707196602173799,冯武                ,True,54
320707196710252777,邓成钎              ,True,53
320707197111094265,赵晶                ,False,49
32070720051117252X,王婷婷              ,False,15
320707201402282839,刘欣欣              ,True,6
32072219311109341X,杨舒郁              ,True,89
320722193401181661,简荣芳              ,False,86
32072219800914042X,吴丽玲              ,False,40
320722198907121554,单军                ,True,31
320722200510031032,吴弘疆              ,True,15
32072220070417017X,欧红永              ,True,13
320722201401044402,吴肖莉              ,False,6
3207231953011599 5,杭意                ,True,67
320723196006191480,刘枫                ,False,60
320723199305114913,曹士军              ,True,27
320723199808083530,李民亮              ,True,22
320723200102011792,金银河              ,True,19
320723200810230398,王英佳              ,True,12
320723201204194694,梁雁                ,True,8
320724193910182948,张秀珍              ,False,81
